cbsa_code,year,cbsa_title,net_migration,job_growth,income_growth,permits_to_stock,rent_to_income,cost_to_own_vs_rent,trailing_rent_growth,employment_diversity
10420,2024,"Akron, OH",0.0005126678809300365,-0.0022994427306824994,0.04710735658087173,0.003986591122527038,0.20935938537591262,1.251890620250755,0.05659281464415722,0.8927842925934294
10580,2024,"Albany-Schenectady-Troy, NY",0.0011822854234059673,0.019910339945913513,0.05073859136456904,0.005551462479528102,0.2436791306876,1.4110171621969658,0.04863571511465592,0.8872896890921103
10740,2024,"Albuquerque, NM",-0.001481849494418331,0.014987102191873047,0.05628157915019538,0.00704625637005096,0.2864676157209902,1.5183300275467968,0.03380869615262361,0.8249305010149892
10900,2024,"Allentown-Bethlehem-Easton, PA-NJ",0.0014146824635781314,0.006415675054728398,0.03594454488297161,0.006802981814000728,0.30731508585140643,1.2804922704578716,0.03594028822184803,0.8370741473756853
12060,2024,"Atlanta-Sandy Springs-Roswell, GA",-0.00020720709334788777,0.012288782154783906,0.04952811145714642,0.015811245892911618,0.3012782478502604,1.4373297783476735,0.0024494605971541183,0.5851573067422524
12260,2024,"Augusta-Richmond County, GA-SC",0.004820484467327827,0.004767953782170542,0.0413900824565796,0.016654688734665565,0.30997194544550477,1.133712473760128,0.03198978727095603,0.7867271927275719
12420,2024,"Austin-Round Rock-San Marcos, TX",0.0054809837699366865,0.011637844802061315,0.04801843620886315,0.028645202722420764,0.2428226224461213,1.780300506264673,-0.0382043327726983,0.9019375321499761
12540,2024,"Bakersfield-Delano, CA",-0.002334885949384789,0.012644069870064056,0.06718845131233442,0.010393105436837215,0.4018244055517145,1.3628621598540425,0.03996484742443562,0.8878303551857969
12580,2024,"Baltimore-Columbia-Towson, MD",-0.002947509359837483,0.02211688576147708,0.05052336061751994,0.005184339400979447,0.270376406036264,1.3941018551277824,0.032005769172522625,0.883321610763621
12940,2024,"Baton Rouge, LA",-0.0022794940701431595,0.025859567861960198,0.05179228981035444,0.009723794170322245,0.24434107960736756,1.1819149319209241,0.023155383635829807,0.0
13820,2024,"Birmingham, AL",0.0018489279152897535,0.010047546249444483,0.044370249054299205,0.0070181880859418915,0.24092460571966268,1.1962869049777913,0.0362801093137195,0.8406831813294775
14260,2024,"Boise City, ID",0.012674871209817048,0.025536261491317713,0.06139748682314394,0.026655882352941175,0.30722575089795257,1.8423078232822119,0.01893222933509242,0.8377088493560416
14460,2024,"Boston-Cambridge-Newton, MA-NH",-0.004524111648612471,0.0016645925520486493,0.04074225671749332,0.00539691979269295,0.3528213557145892,1.5090898350713438,0.04206405669949809,0.8995715443319706
14860,2024,"Bridgeport-Stamford-Danbury, CT",-0.006162361889174127,-0.031213458382857495,,0.005019835175077253,0.22031398618112724,1.5468046397805228,0.054015496187094225,0.9005525202380351
15380,2024,"Buffalo-Cheektowaga, NY",-0.0021384760190730338,0.012048946001398164,0.04322095710381224,0.0025276014073684636,0.25504582989239527,1.2740939129427518,0.0499332599843163,0.9064781840790951
15980,2024,"Cape Coral-Fort Myers, FL",0.005807477475698611,0.019453490114861083,0.043830869826499974,0.03312968106420851,0.33995131635809805,1.2829762541722871,-0.02586529114154479,0.8932752213400657
16700,2024,"Charleston-North Charleston, SC",0.012591672988941767,0.02478907564138222,0.05349815962186044,0.02155333907143942,0.31573478005961875,1.4583938868558823,0.038700925220015225,0.9050103959372213
16740,2024,"Charlotte-Concord-Gastonia, NC-SC",0.008454343355171206,0.016960011173583034,0.047319642361285164,0.021267680014695076,0.2809232541344797,1.4802952928116229,0.010121735156206624,0.8787695849678931
16860,2024,"Chattanooga, TN-GA",0.007945472116963871,0.01764536709780451,0.04209811207345204,0.013739109824954413,0.29062835579118285,1.3876772823321384,0.02584105924562574,0.7146757240304649
16980,2024,"Chicago-Naperville-Elgin, IL-IN",-0.004806778496350135,-0.012995823072120993,0.03850692634273134,0.004603442388163159,0.3072559337332802,1.0347071247716126,0.05142879323778349,0.7965681230283934
17140,2024,"Cincinnati, OH-KY-IN",-0.00040263727414565405,0.006450046750839711,0.041434094196951765,0.0072446143154968725,0.24841893623480404,1.2857550726908775,0.048855092607649864,0.0
17410,2024,"Cleveland, OH",-0.0016059841326189282,0.008069023298496347,0.04722614652427515,0.0041939770617127736,0.22797758726260034,1.1170176683972601,0.06704491903347543,0.9027547810138141
17820,2024,"Colorado Springs, CO",4.115041118262424e-05,0.0068525901460767535,0.05070290275045064,0.012085305188753465,0.30476723879577294,1.7454649437187297,0.018268916039505312,0.8937786681947494
17900,2024,"Columbia, SC",0.007557600301202053,0.01605134367151595,0.06035998377825891,0.015141197059133416,0.28337000521534317,1.1077037152825542,0.04423819865209255,0.7133351648107192
18140,2024,"Columbus, OH",-0.0003837552019275835,0.012647301240783282,0.04432523378917996,0.014723577021433655,0.2556988812058914,1.4425932593702302,0.04146667150238015,0.8358437242808723
19100,2024,"Dallas-Fort Worth-Arlington, TX",0.0029422226568642114,0.0035477183419696523,0.03193995938363514,0.0221881891503872,0.25935358563713395,1.4941009468069553,-0.004200145816045331,0.9078865789155359
19430,2024,"Dayton-Kettering-Beavercreek, OH",0.002677245844184292,0.014194380094261883,0.04312948150055784,0.005477977517911335,0.24404923114147042,,0.055340486018527146,0.884354666342561
19660,2024,"Deltona-Daytona Beach-Ormond Beach, FL",0.02001444187820142,0.01708634355053662,0.046010769366574555,0.016754667591422148,0.3510755930685508,1.286026682975411,0.010731734394569203,0.8851653473972027
19740,2024,"Denver-Aurora-Centennial, CO",-0.0008637894228903214,0.0028407655785276376,0.03163863166261427,0.011719685006179745,0.2564336403841473,1.9730962524937483,0.015409963266831861,0.6767222063351575
19780,2024,"Des Moines-West Des Moines, IA",0.005646540118024229,0.045404932856049074,0.0386949002849275,0.015564872075439221,0.2126463627423351,1.4739066035906068,0.02921146642500183,0.838104727724318
19820,2024,"Detroit-Warren-Dearborn, MI",-0.0026419256743091474,0.0004907568892806857,0.04080122631807259,0.003955426491910475,0.246100634480504,1.1617013706967676,0.04367786185570277,0.8691476718464396
20500,2024,"Durham-Chapel Hill, NC",-0.0006881303160887124,0.014933719966859993,0.05323829110277867,0.013650114104764095,0.2658792208062576,1.6263330630864345,0.01095956446047519,0.9011299712526012
21340,2024,"El Paso, TX",-0.008378520003645312,0.02472936493621236,0.05067055925989772,0.007049057796197155,0.35437561732653505,1.0048896648945211,0.031811212592119276,0.6888599181919957
22220,2024,"Fayetteville-Springdale-Rogers, AR",0.011733193294657558,0.003766499432598769,0.04903122573629548,0.03197885166122604,0.2017121778239724,1.4901331586878557,0.03411565943868933,0.8284378570820756
23420,2024,"Fresno, CA",-0.004812715994273498,0.1563121990848595,0.07970608293619885,0.009378262368172428,0.4034953413114563,1.3613097208219964,0.0322302522999498,0.8883464079374808
24340,2024,"Grand Rapids-Wyoming-Kentwood, MI",0.0007711061683403658,0.03430607108552808,0.039046401022136745,0.008128267043361283,0.26901314938723825,1.4174679368660013,0.04695624716277669,0.832205479807161
24660,2024,"Greensboro-High Point, NC",0.0025477007001181435,0.00805319854861719,0.05517752829093103,0.01418569115332862,0.27000117264406964,1.2470240233782637,0.04421329066896451,0.9028352820424769
24860,2024,"Greenville-Anderson-Greer, SC",0.01147610065417185,0.01667687925409478,0.05081597168398777,0.020299819760473563,0.3031477791114068,1.3362011435092023,0.030584267580890057,0.8940127321635487
25420,2024,"Harrisburg-Carlisle, PA",0.003583262507698733,0.011068966555284554,0.03920868010327694,0.00624926305860158,0.25185156335781317,1.359718692245595,0.032706578066932224,0.8427871158537136
25540,2024,"Hartford-West Hartford-East Hartford, CT",-0.0012796737174179333,-0.023882087207018454,,0.0037495007620209552,0.2644267485103215,1.285487705319672,0.0700284836046301,0.9012968755308698
26420,2024,"Houston-Pasadena-The Woodlands, TX",0.0027459594965843536,0.014200502722848451,0.026789256233670677,0.02159884047534729,0.2551850291977661,1.2566469779313463,0.01676807738396402,0.7969256069987245
26620,2024,"Huntsville, AL",0.01914080291795824,0.02509847490152506,0.044028406369816864,0.0223350079584018,0.2435737914219661,1.4977465367725877,0.011823557027753617,0.8684916971721974
26900,2024,"Indianapolis-Carmel-Greenwood, IN",0.0014144466817099252,0.005532222227333516,0.04889157956620682,0.012633090595377797,0.2296582731077845,1.2634189080179514,0.044784849489612144,0.7640254379431866
27140,2024,"Jackson, MS",-0.009201010889678658,0.07211331026962564,0.055158195848032054,0.0050802741458380275,0.26455093682839304,0.9759004976945915,0.047856715068746114,0.7263431891388117
27260,2024,"Jacksonville, FL",0.011333971013570775,0.015576244343586954,0.041411520671970736,0.01940516858903133,0.29200991217636435,1.409450238540836,0.006894589615692448,0.8704267650677883
28140,2024,"Kansas City, MO-KS",0.002000631685037582,0.010682001111604666,0.03995219298977748,0.009351851662540048,0.24836046511022564,1.4053178054902982,0.04986584815231443,0.6472826917810994
28660,2024,"Killeen-Temple, TX",0.0019038758594429298,0.009843249620765215,0.051157270544514466,0.018059786512123237,0.29780682421733384,1.2689620858464736,0.0018430774892688184,0.8465030577929324
28880,2024,"Kiryas Joel-Poughkeepsie-Newburgh, NY",-0.0022761440433872395,,0.04538404562691567,0.010137699230185405,0.36156367612836177,,0.050570895218902345,0.8917175523567481
28940,2024,"Knoxville, TN",0.010091124072464737,0.013737814201851384,0.05042853333062203,0.016076731326943684,0.31052552442644754,1.3363581077345776,0.038153549818839894,0.729183344398367
29460,2024,"Lakeland-Winter Haven, FL",0.02315102511730869,0.007150034783953041,0.027732562277108963,0.02846725333771966,0.4738901769167952,1.1255361738358933,0.011509365471756627,0.907886684568271
29540,2024,"Lancaster, PA",-0.0022031163177955344,0.009876592675695184,0.045459524583685296,0.005332492625036593,0.24713170008870824,1.64447771671411,0.05013494854580669,0.8958019260951899
29820,2024,"Las Vegas-Henderson-North Las Vegas, NV",0.00509614731263165,0.024194091797319572,0.04516854192795283,0.01511937481169953,0.31008989496065104,1.6204319253362713,0.01949844860426042,0.8790517835674789
30460,2024,"Lexington-Fayette, KY",-0.001104307361174128,0.01620254967594903,0.041736062343808555,0.009342660429736912,0.2550173091888555,1.4134771901733438,0.05889324022582354,0.8229608440390038
30780,2024,"Little Rock-North Little Rock-Conway, AR",0.0023165953053275205,0.020292198483962354,0.04355847849877059,0.007433544511414171,0.2344874923992707,1.192392341062011,0.04489789782033604,0.8065509061029695
31080,2024,"Los Angeles-Long Beach-Anaheim, CA",-0.00946415943421578,0.011643159171847328,0.06148852531222815,0.0054990115290130814,0.38927009177238014,2.2063578515445643,0.02292973054417069,0.9076781054605929
31140,2024,"Louisville/Jefferson County, KY-IN",0.00038732439742776505,0.03122389259271019,0.04131377532775149,0.009433885487995234,0.23490833452010534,1.3092731368825117,0.058760855529483846,0.728339784084885
31540,2024,"Madison, WI",0.0018315277145756253,0.015654484586065998,0.0419927420548476,0.017880496537529746,0.23953514605051998,1.733866761372985,0.050795045689868035,0.8731743587303067
32580,2024,"McAllen-Edinburg-Mission, TX",-0.0017074397149165956,0.01556215817526474,0.026069281191929417,0.02265306819841006,0.3807545532897794,1.1223836184374647,0.014945331295578734,0.8223824912941087
32820,2024,"Memphis, TN-MS-AR",-0.007232069901536497,-0.0034875121172839307,0.035187647494618446,0.007228673282721254,0.2687062477149651,1.1381732243854834,0.033477156915634465,0.009325864127059713
33100,2024,"Miami-Fort Lauderdale-West Palm Beach, FL",-0.01568646457689299,0.014443839435137162,0.038602383444635846,0.006023326392314071,0.35582352205193435,1.2210416383905085,0.01678885763997462,0.9132704716651094
33340,2024,"Milwaukee-Waukesha, WI",-0.002346213158610107,0.00394136391353106,0.046150644152759934,0.00573444894602298,0.22864915112147594,1.6239728585617121,0.045925963045699625,0.8941640839892495
33460,2024,"Minneapolis-St. Paul-Bloomington, MN-WI",0.00012426981504819645,0.004335897043211023,0.03985103845754123,0.00881116508209804,0.23397746227437224,1.52294709610586,0.02717955799653815,0.8439153293238937
33700,2024,"Modesto, CA",-0.0039247933468827875,0.011351302001440411,0.07355717045697485,0.004822729921777673,0.42155867605757774,1.518437508821122,0.03875249913831458,0.8719565717921245
34980,2024,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.006856856042738002,0.00883102049087836,0.049360905401874655,0.021130510799886534,0.25291019635260104,1.65097969404554,0.0050147441173478136,0.682195554947207
35300,2024,"New Haven, CT",-0.0031245773497619285,-0.2464600894799579,,0.004051964243613361,0.3336116977260315,1.1812719986916438,0.07399865284107698,0.8960783700184565
35380,2024,"New Orleans-Metairie, LA",-0.01104084948718214,-0.16926012478559493,0.05452386777887175,0.0034427711422691516,0.2863164317822957,1.0525435480213359,0.025888804494822226,0.8265645176559986
35620,2024,"New York-Newark-Jersey City, NY-NJ",-0.007366398275169137,-0.007564987383650301,0.0408924363570875,0.007125727407499253,0.41124811494880303,1.3423383157007145,0.03974798325743856,0.8236801357236042
35840,2024,"North Port-Bradenton-Sarasota, FL",0.016095944621992906,0.019329200736176055,0.04502897990741461,0.028889817200058794,0.32883441351981735,1.3336658149848264,-0.006189355980622868,0.8958510289982455
36260,2024,"Ogden, UT",0.0014061355927137969,-0.07332300792263502,0.04501712504246358,0.014002006359138286,0.3051042467508534,2.0284685277930765,0.013250929998302352,0.8879943257103992
36420,2024,"Oklahoma City, OK",0.004161378429064621,0.015870651152750437,0.03787810955566062,0.012140793507266833,0.2351095931101223,1.1824562832395193,0.03212836895515658,0.8745910027950814
36540,2024,"Omaha, NE-IA",0.0013274256731516422,0.007037645557832484,0.03370275633691677,0.01704601975320338,0.20708836155669258,1.4322307638089473,0.04036614866584309,0.8906379707221206
36740,2024,"Orlando-Kissimmee-Sanford, FL",0.00026491976059959607,0.015617612873474851,0.042361341779470374,0.020157047074033613,0.38984628376340846,1.3470868416913828,0.006110179822687467,0.9115771144937787
37100,2024,"Oxnard-Thousand Oaks-Ventura, CA",-0.00465510451541547,0.0188269940434711,0.05925047395958871,0.005522862236759206,0.4135321141095279,2.0107023088403846,0.0388450943995009,0.9086928633680431
37340,2024,"Palm Bay-Melbourne-Titusville, FL",0.016833549245421423,0.014059731872494874,0.053417449413803775,0.014843024455680528,0.3505134784545024,1.2548887698598796,0.011428294562606967,0.8931509401535495
37860,2024,"Pensacola-Ferry Pass-Brent, FL",0.010019891339845025,0.0032556046690135343,0.055887758697367396,0.014629816798172228,0.335759471219963,1.198086411127883,0.02351638017732638,0.8883524029133765
37980,2024,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-0.0020170851169163764,0.011391276418788676,0.03903898397432837,0.005359696170762167,0.2681791287767983,1.3284475741891675,0.03593583254986665,0.8044115539133816
38060,2024,"Phoenix-Mesa-Chandler, AZ",0.004118791785088678,0.02199271791858326,0.046352887685051636,0.0213512765209946,0.3014065694456964,1.7157945444807392,0.0018933885654270899,0.9130475339275766
38300,2024,"Pittsburgh, PA",-0.0008321271878833722,0.03412175697281272,0.04143791101980643,0.0045694562414618205,0.23576133980535166,1.031479358842797,0.041944316879881205,0.9041242914901169
38860,2024,"Portland-South Portland, ME",0.002703251250144348,0.017612676056337984,0.05397003237272879,0.010124533805675587,0.31618879900599484,1.569425450638633,0.042284709707528734,0.8044898041812987
38900,2024,"Portland-Vancouver-Hillsboro, OR-WA",-0.00196131758288104,-0.004277374089861619,0.04393384263653388,0.008694236584773635,0.27151596412383844,2.0493963788236957,0.015741503992016126,0.8797237776454033
38940,2024,"Port St. Lucie, FL",0.02311372983233154,0.014705703477552179,0.0337493020672357,0.021479035059705096,0.34901931307882145,1.1782847613367078,0.014538799260371382,0.8901653275141207
39300,2024,"Providence-Warwick, RI-MA",2.5868642560619344e-05,0.009768437605493618,0.040993038109555346,0.003567873343219883,0.341224069392135,1.5918249748583657,0.06396310104511871,0.863324920830304
39340,2024,"Provo-Orem-Lehi, UT",0.006809146567669183,0.01512724021014189,0.03919288090277284,0.02784660971425601,0.35664186730452646,1.9355132139510736,0.017703718639902055,0.873951295017735
39580,2024,"Raleigh-Cary, NC",0.011206721600195646,0.022472004809610313,0.05095100122044571,0.02878973587286948,0.2565653803804671,1.7310141392958949,0.0007233819211318604,0.895144600073348
39900,2024,"Reno, NV",0.005776458194991534,0.060677249907929776,0.04820892095173157,0.017128791661465484,0.2623535361197051,1.9992592403236047,0.023878739121046433,0.8433414494266557
40060,2024,"Richmond, VA",0.005369023526204504,0.008598387783155914,0.04454021740065128,0.01473240617935963,0.2529010860840433,1.499102874507895,0.04552938126719308,0.0
40140,2024,"Riverside-San Bernardino-Ontario, CA",0.00026326805662645064,0.016218248829264592,0.0608097635971383,0.009628900331388975,0.5227965794675183,1.5862192780080906,0.02681541741917859,0.8930775376175344
40380,2024,"Rochester, NY",-0.0016410995650849682,-0.0005124097987277976,0.049256604789119196,0.0037156851013612486,0.27080192568725564,1.1425694694011572,0.05105416650428318,0.875245972194168
40900,2024,"Sacramento-Roseville-Folsom, CA",0.00023425507495147428,0.020679110393852396,0.060331926472730224,0.011927283931597596,0.3545569656060298,1.744185329918457,0.029186975799518677,0.8875203311355558
41180,2024,"St. Louis, MO-IL",-0.0013379476331781114,0.002252420615953543,0.04074520702174267,0.005456174099929553,0.20677260981340184,1.25936205635933,0.049792121891362395,0.5281791147730099
41620,2024,"Salt Lake City-Murray, UT",-0.006440071281295118,0.011860106733527997,0.04197751921226289,0.01102740960135722,0.26470442495847085,2.1930341652323717,0.010027611386848712,0.9132260141207362
41700,2024,"San Antonio-New Braunfels, TX",0.00686969192249311,0.012905625796734599,0.039632033111483,0.013546720548397362,0.27426804232535107,1.3126752061214328,-0.00965570035512664,0.8431886001736869
41740,2024,"San Diego-Chula Vista-Carlsbad, CA",-0.007255367786882438,0.006965010456035259,0.0549394910962806,0.009098714606063084,0.4068454006672363,2.1665758978918395,0.017414211171146388,0.9042400040350999
41860,2024,"San Francisco-Oakland-Fremont, CA",-0.008591614560095481,-0.007602990073759197,0.05850936851087596,0.003098680990949169,0.25789988705867395,2.5696079673061836,0.01410445657827375,0.9021549763326082
41940,2024,"San Jose-Sunnyvale-Santa Clara, CA",-0.010897105664590645,-0.002436294546340201,0.055209836130500456,0.005640030372557244,0.2590738818270136,3.1098669219444623,0.029508934569521417,0.8857044311445205
42540,2024,"Scranton--Wilkes-Barre, PA",0.0012229773400765493,0.009257188498402513,0.035500552573967115,0.0022467928539923925,0.26542085590071757,1.0973008856621553,0.04641850767073841,0.8814896986350669
42660,2024,"Seattle-Tacoma-Bellevue, WA",-0.0027699955662702684,0.0008715389155111719,0.05052710349937106,0.01022438298530302,0.24709661236006217,2.271202655116638,0.030565714835182556,0.919546588491878
44060,2024,"Spokane-Spokane Valley, WA",0.0022827880098254105,-0.005692399592396091,0.04968259682614162,0.015140164053481741,0.2940929761095926,1.8204759885390063,0.01925822665760779,0.8642393968745251
44700,2024,"Stockton-Lodi, CA",-5.1463776853063566e-05,0.017948527513412804,0.08352062343091049,0.014156951479006204,0.44388849673534186,1.5413956221062757,0.029374032084058754,0.8966216550661316
45060,2024,"Syracuse, NY",-0.0030159236495118204,0.016908434794164817,0.0541130016323379,0.0031348697320959084,0.2770460052130367,1.0323214397986307,0.07082018857147188,0.889421953106263
45300,2024,"Tampa-St. Petersburg-Clearwater, FL",0.0030789356880883967,0.0067539514550079005,0.050387663931931614,0.013396973754720914,0.35344657803856616,1.2552710523649693,0.01248423670515475,0.9099193176401549
45780,2024,"Toledo, OH",-0.002524127197387412,-0.0014415398549472158,0.04231557882524961,0.003341627386941007,0.23838131364739695,1.0225945954676958,0.05339968428483455,0.8474245791760098
46060,2024,"Tucson, AZ",0.003743002122855273,-0.0008870957313367178,0.03227644158422338,0.010711006834642456,0.2891220008625211,1.5834603751876606,0.02199306418447966,0.8950803552688376
46140,2024,"Tulsa, OK",0.004279424342927303,0.015315105438352017,0.047612385027561155,0.009458801226945406,0.21046456233749064,1.2130765789554472,0.045354821135982215,0.8081962484576342
46520,2024,"Urban Honolulu, HI",-0.006898644000933169,0.010713911358217976,0.0566061476617814,0.00433507653871398,0.43696801016010184,2.0302973012147842,0.03975541504233293,0.9032403689840753
47260,2024,"Virginia Beach-Chesapeake-Norfolk, VA-NC",-0.001972517224739507,0.016291569366823744,0.04883969022808077,0.005689176747975668,0.3205346131382338,1.3597862836192178,0.04582789811197863,0.0
47900,2024,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-0.0035390383862332897,0.006417754136094578,0.04697455312229071,0.00842523704924178,0.307108399124535,1.5727570784247635,0.04364148445837768,0.694906592473203
48620,2024,"Wichita, KS",0.0016288147461423405,0.00038369839338603384,0.03796741609771126,0.010646832751185026,0.21524283323363552,1.2450665871723925,0.04291887451983656,0.8010958028745212
49180,2024,"Winston-Salem, NC",0.008611900105929349,0.0027468662772187624,0.05145860979808958,0.017138638898050857,0.2863300842051417,1.227522592510043,0.044854014314203106,0.8551970095989694
49340,2024,"Worcester, MA",-0.002047096844475108,-0.09753454765805136,0.03975244640216302,0.006993085049978513,0.3392978662927785,1.461306270721541,0.06471512686011383,0.8850599567155485
